,Year,Month,Day,Hour,DHI 散射,DNI 直射,GHI
,2020,9,17,21,0,0,0
,2020,9,17,22,0,0,0
,2020,9,17,23,0,0,0
,2020,9,18,0,0,0,0
,2020,9,18,1,0,0,0
,2020,9,18,2,0,0,0
,2020,9,18,3,0,0,0
,2020,9,18,4,0,0,0
,2020,9,18,5,0,0,0
,2020,9,18,6,0,0,0
,2020,9,18,7,48,514,148
,2020,9,18,8,71,728,348
,2020,9,18,9,84,831,535
,2020,9,18,10,93,882,684
,2020,9,18,11,96,915,784
,2020,9,18,12,99,924,824
,2020,9,18,13,99,913,798
,2020,9,18,14,97,885,713
,2020,9,18,15,90,833,573
,2020,9,18,16,77,748,395
,2020,9,18,17,55,585,198
,2020,9,18,18,17,199,27
,2020,9,18,19,0,0,0
,2020,9,18,20,0,0,0
,2020,9,18,21,0,0,0
,2020,9,18,22,0,0,0
,2020,9,18,23,0,0,0
,2020,9,19,0,0,0,0
,2020,9,19,1,0,0,0
,2020,9,19,2,0,0,0
,2020,9,19,3,0,0,0
,2020,9,19,4,0,0,0
,2020,9,19,5,0,0,0
,2020,9,19,6,0,0,0
,2020,9,19,7,52,432,134
,2020,9,19,8,85,640,325
,2020,9,19,9,107,739,506
,2020,9,19,10,126,786,649
,2020,9,19,11,116,859,759
,2020,9,19,12,127,856,796
,2020,9,19,13,133,835,769
,2020,9,19,14,121,820,688
,2020,9,19,15,113,758,549
,2020,9,19,16,95,660,373
,2020,9,19,17,67,476,180
,2020,9,19,18,15,95,19
,2020,9,19,19,0,0,0
,2020,9,19,20,0,0,0
,2020,9,19,21,0,0,0
,2020,9,19,22,0,0,0
,2020,9,19,23,0,0,0
,2020,9,20,0,0,0,0
,2020,9,20,1,0,0,0
,2020,9,20,2,0,0,0
,2020,9,20,3,0,0,0
,2020,9,20,4,0,0,0
,2020,9,20,5,0,0,0
,2020,9,20,6,0,0,0
,2020,9,20,7,54,431,134
,2020,9,20,8,85,649,327
,2020,9,20,9,105,756,510
,2020,9,20,10,119,810,656
,2020,9,20,11,126,843,754
,2020,9,20,12,134,842,788
,2020,9,20,13,140,821,761
,2020,9,20,14,134,794,679
,2020,9,20,15,132,710,536
,2020,9,20,16,110,602,360
,2020,9,20,17,72,423,170
,2020,9,20,18,11,0,11
,2020,9,20,19,0,0,0
,2020,9,20,20,0,0,0
,2020,9,20,21,0,0,0
,2020,9,20,22,0,0,0
,2020,9,20,23,0,0,0
,2020,9,21,0,0,0,0
,2020,9,21,1,0,0,0
,2020,9,21,2,0,0,0
,2020,9,21,3,0,0,0
,2020,9,21,4,0,0,0
,2020,9,21,5,0,0,0
,2020,9,21,6,0,0,0
,2020,9,21,7,67,147,94
,2020,9,21,8,150,112,191
,2020,9,21,9,200,431,430
,2020,9,21,10,238,498,565
,2020,9,21,11,344,263,538
,2020,9,21,12,314,470,677
,2020,9,21,13,328,428,650
,2020,9,21,14,294,422,582
,2020,9,21,15,242,261,389
,2020,9,21,16,198,221,289
,2020,9,21,17,95,98,117
,2020,9,21,18,4,4,4
,2020,9,21,19,0,0,0
,2020,9,21,20,0,0,0
,2020,9,21,21,0,0,0
,2020,9,21,22,0,0,0
,2020,9,21,23,0,0,0
,2020,9,22,0,0,0,0
,2020,9,22,1,0,0,0
,2020,9,22,2,0,0,0
,2020,9,22,3,0,0,0
,2020,9,22,4,0,0,0
,2020,9,22,5,0,0,0
,2020,9,22,6,0,0,0
,2020,9,22,7,68,52,78
,2020,9,22,8,184,227,267
,2020,9,22,9,221,418,442
,2020,9,22,10,216,575,593
,2020,9,22,11,203,668,695
,2020,9,22,12,190,714,739
,2020,9,22,13,181,719,718
,2020,9,22,14,184,662,632
,2020,9,22,15,167,591,498
,2020,9,22,16,137,392,296
,2020,9,22,17,78,224,127
,2020,9,22,18,6,11,6
,2020,9,22,19,0,0,0
,2020,9,22,20,0,0,0
,2020,9,22,21,0,0,0
,2020,9,22,22,0,0,0
,2020,9,22,23,0,0,0
,2020,9,23,0,0,0,0
,2020,9,23,1,0,0,0
,2020,9,23,2,0,0,0
,2020,9,23,3,0,0,0
,2020,9,23,4,0,0,0
,2020,9,23,5,0,0,0
,2020,9,23,6,0,0,0
,2020,9,23,7,7,0,7
,2020,9,23,8,15,0,15
,2020,9,23,9,25,0,25
,2020,9,23,10,39,0,39
,2020,9,23,11,129,0,129
,2020,9,23,12,47,0,47
,2020,9,23,13,100,0,100
,2020,9,23,14,158,0,158
,2020,9,23,15,216,33,235
,2020,9,23,16,212,124,262
,2020,9,23,17,78,38,86
,2020,9,23,18,2,0,2
,2020,9,23,19,0,0,0
,2020,9,23,20,0,0,0
,2020,9,23,21,0,0,0
,2020,9,23,22,0,0,0
,2020,9,23,23,0,0,0
,2020,9,24,0,0,0,0
,2020,9,24,1,0,0,0
,2020,9,24,2,0,0,0
,2020,9,24,3,0,0,0
,2020,9,24,4,0,0,0
,2020,9,24,5,0,0,0
,2020,9,24,6,0,0,0
,2020,9,24,7,23,0,23
,2020,9,24,8,90,0,90
,2020,9,24,9,201,32,218
,2020,9,24,10,266,42,293
,2020,9,24,11,247,15,258
,2020,9,24,12,358,99,433
,2020,9,24,13,301,501,672
,2020,9,24,14,232,563,607
,2020,9,24,15,199,501,475
,2020,9,24,16,154,399,311
,2020,9,24,17,87,232,136
,2020,9,24,18,5,9,5
,2020,9,24,19,0,0,0
,2020,9,24,20,0,0,0
,2020,9,24,21,0,0,0
,2020,9,24,22,0,0,0
,2020,9,24,23,0,0,0
,2020,9,25,0,0,0,0
,2020,9,25,1,0,0,0
,2020,9,25,2,0,0,0
,2020,9,25,3,0,0,0
,2020,9,25,4,0,0,0
,2020,9,25,5,0,0,0
,2020,9,25,6,0,0,0
,2020,9,25,7,66,167,94
,2020,9,25,8,127,318,241
,2020,9,25,9,179,447,410
,2020,9,25,10,208,568,573
,2020,9,25,11,237,589,663
,2020,9,25,12,241,609,702
,2020,9,25,13,235,604,678
,2020,9,25,14,193,632,611
,2020,9,25,15,170,568,479
,2020,9,25,16,137,454,313
,2020,9,25,17,79,260,133
,2020,9,25,18,0,0,0
,2020,9,25,19,0,0,0
,2020,9,25,20,0,0,0
,2020,9,25,21,0,0,0
,2020,9,25,22,0,0,0
,2020,9,25,23,0,0,0
,2020,9,26,0,0,0,0
,2020,9,26,1,0,0,0
,2020,9,26,2,0,0,0
,2020,9,26,3,0,0,0
,2020,9,26,4,0,0,0
,2020,9,26,5,0,0,0
,2020,9,26,6,0,0,0
,2020,9,26,7,61,161,88
,2020,9,26,8,136,358,262
,2020,9,26,9,179,495,434
,2020,9,26,10,202,582,574
,2020,9,26,11,193,676,680
,2020,9,26,12,201,683,713
,2020,9,26,13,202,667,688
,2020,9,26,14,169,681,616
,2020,9,26,15,157,601,481
,2020,9,26,16,128,473,310
,2020,9,26,17,75,265,128
,2020,9,26,18,0,0,0
,2020,9,26,19,0,0,0
,2020,9,26,20,0,0,0
,2020,9,26,21,0,0,0
,2020,9,26,22,0,0,0
,2020,9,26,23,0,0,0
,2020,9,27,0,0,0,0
,2020,9,27,1,0,0,0
,2020,9,27,2,0,0,0
,2020,9,27,3,0,0,0
,2020,9,27,4,0,0,0
,2020,9,27,5,0,0,0
,2020,9,27,6,0,0,0
,2020,9,27,7,61,189,92
,2020,9,27,8,128,395,267
,2020,9,27,9,175,516,439
,2020,9,27,10,210,580,579
,2020,9,27,11,266,545,657
,2020,9,27,12,339,305,567
,2020,9,27,13,276,531,661
,2020,9,27,14,279,455,575
,2020,9,27,15,246,364,440
,2020,9,27,16,185,243,277
,2020,9,27,17,82,100,101
,2020,9,27,18,0,0,0
,2020,9,27,19,0,0,0
,2020,9,27,20,0,0,0
,2020,9,27,21,0,0,0
,2020,9,27,22,0,0,0
,2020,9,27,23,0,0,0
,2020,9,28,0,0,0,0
,2020,9,28,1,0,0,0
,2020,9,28,2,0,0,0
,2020,9,28,3,0,0,0
,2020,9,28,4,0,0,0
,2020,9,28,5,0,0,0
,2020,9,28,6,0,0,0
,2020,9,28,7,44,35,50
,2020,9,28,8,163,118,204
,2020,9,28,9,273,197,373
,2020,9,28,10,345,255,506
,2020,9,28,11,387,290,593
,2020,9,28,12,411,300,633
,2020,9,28,13,400,288,607
,2020,9,28,14,362,254,526
,2020,9,28,15,294,199,399
,2020,9,28,16,191,126,238
,2020,9,28,17,57,0,57
,2020,9,28,18,0,0,0
,2020,9,28,19,0,0,0
,2020,9,28,20,0,0,0
,2020,9,28,21,0,0,0
,2020,9,28,22,0,0,0
,2020,9,28,23,0,0,0
,2020,9,29,0,0,0,0
,2020,9,29,1,0,0,0
,2020,9,29,2,0,0,0
,2020,9,29,3,0,0,0
,2020,9,29,4,0,0,0
,2020,9,29,5,0,0,0
,2020,9,29,6,0,0,0
,2020,9,29,7,11,0,11
,2020,9,29,8,33,0,33
,2020,9,29,9,166,6,169
,2020,9,29,10,199,8,204
,2020,9,29,11,166,2,167
,2020,9,29,12,354,152,467
,2020,9,29,13,325,288,531
,2020,9,29,14,295,203,425
,2020,9,29,15,126,679,481
,2020,9,29,16,99,577,310
,2020,9,29,17,66,306,122
,2020,9,29,18,0,0,0
,2020,9,29,19,0,0,0
,2020,9,29,20,0,0,0
,2020,9,29,21,0,0,0
,2020,9,29,22,0,0,0
,2020,9,29,23,0,0,0
,2020,9,30,0,0,0,0
,2020,9,30,1,0,0,0
,2020,9,30,2,0,0,0
,2020,9,30,3,0,0,0
,2020,9,30,4,0,0,0
,2020,9,30,5,0,0,0
,2020,9,30,6,0,0,0
,2020,9,30,7,54,248,92
,2020,9,30,8,101,502,271
,2020,9,30,9,127,640,447
,2020,9,30,10,146,707,587
,2020,9,30,11,157,739,677
,2020,9,30,12,170,731,705
,2020,9,30,13,275,443,590
,2020,9,30,14,288,240,441
,2020,9,30,15,208,316,372
,2020,9,30,16,138,40,153
,2020,9,30,17,74,123,96
,2020,9,30,18,0,0,0
,2020,9,30,19,0,0,0
,2020,9,30,20,0,0,0
,2020,9,30,21,0,0,0
,2020,9,30,22,0,0,0
,2020,9,30,23,0,0,0
,2020,10,1,0,0,0,0
,2020,10,1,1,0,0,0
,2020,10,1,2,0,0,0
,2020,10,1,3,0,0,0
,2020,10,1,4,0,0,0
,2020,10,1,5,0,0,0
,2020,10,1,6,0,0,0
,2020,10,1,7,6,0,6
,2020,10,1,8,57,0,57
,2020,10,1,9,180,18,189
,2020,10,1,10,277,87,331
,2020,10,1,11,326,102,397
,2020,10,1,12,175,744,717
,2020,10,1,13,168,747,694
,2020,10,1,14,164,703,608
,2020,10,1,15,170,478,415
,2020,10,1,16,104,473,272
,2020,10,1,17,64,276,112
,2020,10,1,18,0,0,0
,2020,10,1,19,0,0,0
,2020,10,1,20,0,0,0
,2020,10,1,21,0,0,0
,2020,10,1,22,0,0,0
,2020,10,1,23,0,0,0
,2020,10,2,0,0,0,0
,2020,10,2,1,0,0,0
,2020,10,2,2,0,0,0
,2020,10,2,3,0,0,0
,2020,10,2,4,0,0,0
,2020,10,2,5,0,0,0
,2020,10,2,6,0,0,0
,2020,10,2,7,45,405,105
,2020,10,2,8,76,662,296
,2020,10,2,9,168,445,387
,2020,10,2,10,178,587,539
,2020,10,2,11,297,355,544
,2020,10,2,12,248,528,630
,2020,10,2,13,285,411,573
,2020,10,2,14,211,506,528
,2020,10,2,15,98,787,497
,2020,10,2,16,80,683,319
,2020,10,2,17,53,414,122
,2020,10,2,18,0,0,0
,2020,10,2,19,0,0,0
,2020,10,2,20,0,0,0
,2020,10,2,21,0,0,0
,2020,10,2,22,0,0,0
,2020,10,2,23,0,0,0
,2020,10,3,0,0,0,0
,2020,10,3,1,0,0,0
,2020,10,3,2,0,0,0
,2020,10,3,3,0,0,0
,2020,10,3,4,0,0,0
,2020,10,3,5,0,0,0
,2020,10,3,6,0,0,0
,2020,10,3,7,52,152,74
,2020,10,3,8,110,364,229
,2020,10,3,9,159,520,413
,2020,10,3,10,234,421,491
,2020,10,3,11,183,680,653
,2020,10,3,12,185,699,688
,2020,10,3,13,175,701,663
,2020,10,3,14,158,679,580
,2020,10,3,15,141,601,443
,2020,10,3,16,113,459,271
,2020,10,3,17,60,207,94
,2020,10,3,18,0,0,0
,2020,10,3,19,0,0,0
,2020,10,3,20,0,0,0
,2020,10,3,21,0,0,0
,2020,10,3,22,0,0,0
,2020,10,3,23,0,0,0
,2020,10,4,0,0,0,0
,2020,10,4,1,0,0,0
,2020,10,4,2,0,0,0
,2020,10,4,3,0,0,0
,2020,10,4,4,0,0,0
,2020,10,4,5,0,0,0
,2020,10,4,6,0,0,0
,2020,10,4,7,37,501,108
,2020,10,4,8,62,744,305
,2020,10,4,9,78,844,487
,2020,10,4,10,89,896,634
,2020,10,4,11,96,917,725
,2020,10,4,12,95,934,762
,2020,10,4,13,92,928,733
,2020,10,4,14,96,879,637
,2020,10,4,15,88,815,492
,2020,10,4,16,74,691,309
,2020,10,4,17,50,399,113
,2020,10,4,18,0,0,0
,2020,10,4,19,0,0,0
,2020,10,4,20,0,0,0
,2020,10,4,21,0,0,0
,2020,10,4,22,0,0,0
,2020,10,4,23,0,0,0
,2020,10,5,0,0,0,0
,2020,10,5,1,0,0,0
,2020,10,5,2,0,0,0
,2020,10,5,3,0,0,0
,2020,10,5,4,0,0,0
,2020,10,5,5,0,0,0
,2020,10,5,6,0,0,0
,2020,10,5,7,46,208,74
,2020,10,5,8,91,597,283
,2020,10,5,9,124,701,461
,2020,10,5,10,148,756,604
,2020,10,5,11,123,865,713
,2020,10,5,12,119,891,751
,2020,10,5,13,116,884,722
,2020,10,5,14,108,852,628
,2020,10,5,15,97,787,484
,2020,10,5,16,78,669,301
,2020,10,5,17,46,416,109
,2020,10,5,18,0,0,0
,2020,10,5,19,0,0,0
,2020,10,5,20,0,0,0
,2020,10,5,21,0,0,0
,2020,10,5,22,0,0,0
,2020,10,5,23,0,0,0
,2020,10,6,0,0,0,0
,2020,10,6,1,0,0,0
,2020,10,6,2,0,0,0
,2020,10,6,3,0,0,0
,2020,10,6,4,0,0,0
,2020,10,6,5,0,0,0
,2020,10,6,6,0,0,0
,2020,10,6,7,46,229,77
,2020,10,6,8,104,456,249
,2020,10,6,9,142,588,422
,2020,10,6,10,172,648,560
,2020,10,6,11,180,710,660
,2020,10,6,12,181,725,692
,2020,10,6,13,179,710,662
,2020,10,6,14,229,427,488
,2020,10,6,15,149,587,434
,2020,10,6,16,109,373,231
,2020,10,6,17,50,181,76
,2020,10,6,18,0,0,0
,2020,10,6,19,0,0,0
,2020,10,6,20,0,0,0
,2020,10,6,21,0,0,0
,2020,10,6,22,0,0,0
,2020,10,6,23,0,0,0
,2020,10,7,0,0,0,0
,2020,10,7,1,0,0,0
,2020,10,7,2,0,0,0
,2020,10,7,3,0,0,0
,2020,10,7,4,0,0,0
,2020,10,7,5,0,0,0
,2020,10,7,6,0,0,0
,2020,10,7,7,40,95,53
,2020,10,7,8,119,287,209
,2020,10,7,9,175,408,368
,2020,10,7,10,214,479,499
,2020,10,7,11,222,563,600
,2020,10,7,12,231,568,629
,2020,10,7,13,227,553,600
,2020,10,7,14,201,539,525
,2020,10,7,15,175,451,392
,2020,10,7,16,124,318,227
,2020,10,7,17,47,124,64
,2020,10,7,18,0,0,0
,2020,10,7,19,0,0,0
,2020,10,7,20,0,0,0
,2020,10,7,21,0,0,0
,2020,10,7,22,0,0,0
,2020,10,7,23,0,0,0
,2020,10,8,0,0,0,0
,2020,10,8,1,0,0,0
,2020,10,8,2,0,0,0
,2020,10,8,3,0,0,0
,2020,10,8,4,0,0,0
,2020,10,8,5,0,0,0
,2020,10,8,6,0,0,0
,2020,10,8,7,42,95,54
,2020,10,8,8,120,305,215
,2020,10,8,9,179,338,338
,2020,10,8,10,236,371,455
,2020,10,8,11,307,241,467
,2020,10,8,12,306,325,532
,2020,10,8,13,311,216,457
,2020,10,8,14,254,60,290
,2020,10,8,15,204,110,256
,2020,10,8,16,111,8,114
,2020,10,8,17,46,12,47
,2020,10,8,18,0,0,0
,2020,10,8,19,0,0,0
,2020,10,8,20,0,0,0
,2020,10,8,21,0,0,0
,2020,10,8,22,0,0,0
,2020,10,8,23,0,0,0
,2020,10,9,0,0,0,0
,2020,10,9,1,0,0,0
,2020,10,9,2,0,0,0
,2020,10,9,3,0,0,0
,2020,10,9,4,0,0,0
,2020,10,9,5,0,0,0
,2020,10,9,6,0,0,0
,2020,10,9,7,32,51,38
,2020,10,9,8,113,25,121
,2020,10,9,9,196,209,294
,2020,10,9,10,250,296,424
,2020,10,9,11,304,318,516
,2020,10,9,12,320,335,551
,2020,10,9,13,307,331,527
,2020,10,9,14,277,306,458
,2020,10,9,15,218,244,332
,2020,10,9,16,131,154,180
,2020,10,9,17,32,45,38
,2020,10,9,18,0,0,0
,2020,10,9,19,0,0,0
,2020,10,9,20,0,0,0
,2020,10,9,21,0,0,0
,2020,10,9,22,0,0,0
,2020,10,9,23,0,0,0
,2020,10,10,0,0,0,0
,2020,10,10,1,0,0,0
,2020,10,10,2,0,0,0
,2020,10,10,3,0,0,0
,2020,10,10,4,0,0,0
,2020,10,10,5,0,0,0
,2020,10,10,6,0,0,0
,2020,10,10,7,31,37,36
,2020,10,10,8,127,178,181
,2020,10,10,9,200,292,335
,2020,10,10,10,247,375,465
,2020,10,10,11,282,391,540
,2020,10,10,12,294,403,571
,2020,10,10,13,289,375,537
,2020,10,10,14,258,346,461
,2020,10,10,15,216,234,325
,2020,10,10,16,126,118,162
,2020,10,10,17,26,25,29
,2020,10,10,18,0,0,0
,2020,10,10,19,0,0,0
,2020,10,10,20,0,0,0
,2020,10,10,21,0,0,0
,2020,10,10,22,0,0,0
,2020,10,10,23,0,0,0
,2020,10,11,0,0,0,0
,2020,10,11,1,0,0,0
,2020,10,11,2,0,0,0
,2020,10,11,3,0,0,0
,2020,10,11,4,0,0,0
,2020,10,11,5,0,0,0
,2020,10,11,6,0,0,0
,2020,10,11,7,31,28,35
,2020,10,11,8,150,152,196
,2020,10,11,9,141,0,141
,2020,10,11,10,242,319,426
,2020,10,11,11,276,356,509
,2020,10,11,12,288,365,537
,2020,10,11,13,158,0,158
,2020,10,11,14,263,129,337
,2020,10,11,15,141,504,373
,2020,10,11,16,104,473,248
,2020,10,11,17,51,173,72
,2020,10,11,18,0,0,0
,2020,10,11,19,0,0,0
,2020,10,11,20,0,0,0
,2020,10,11,21,0,0,0
,2020,10,11,22,0,0,0
,2020,10,11,23,0,0,0
,2020,10,12,0,0,0,0
,2020,10,12,1,0,0,0
,2020,10,12,2,0,0,0
,2020,10,12,3,0,0,0
,2020,10,12,4,0,0,0
,2020,10,12,5,0,0,0
,2020,10,12,6,0,0,0
,2020,10,12,7,39,313,75
,2020,10,12,8,78,604,257
,2020,10,12,9,102,735,435
,2020,10,12,10,118,802,578
,2020,10,12,11,111,868,675
,2020,10,12,12,113,878,707
,2020,10,12,13,114,861,674
,2020,10,12,14,102,833,581
,2020,10,12,15,96,743,434
,2020,10,12,16,79,581,252
,2020,10,12,17,41,255,70
,2020,10,12,18,0,0,0
,2020,10,12,19,0,0,0
,2020,10,12,20,0,0,0
,2020,10,12,21,0,0,0
,2020,10,12,22,0,0,0
,2020,10,12,23,0,0,0
,2020,10,13,0,0,0,0
,2020,10,13,1,0,0,0
,2020,10,13,2,0,0,0
,2020,10,13,3,0,0,0
,2020,10,13,4,0,0,0
,2020,10,13,5,0,0,0
,2020,10,13,6,0,0,0
,2020,10,13,7,42,184,62
,2020,10,13,8,91,503,238
,2020,10,13,9,118,662,415
,2020,10,13,10,136,736,556
,2020,10,13,11,137,797,652
,2020,10,13,12,139,810,683
,2020,10,13,13,141,789,650
,2020,10,13,14,133,745,558
,2020,10,13,15,112,682,419
,2020,10,13,16,83,556,246
,2020,10,13,17,43,220,67
,2020,10,13,18,0,0,0
,2020,10,13,19,0,0,0
,2020,10,13,20,0,0,0
,2020,10,13,21,0,0,0
,2020,10,13,22,0,0,0
,2020,10,13,23,0,0,0
,2020,10,14,0,0,0,0
,2020,10,14,1,0,0,0
,2020,10,14,2,0,0,0
,2020,10,14,3,0,0,0
,2020,10,14,4,0,0,0
,2020,10,14,5,0,0,0
,2020,10,14,6,0,0,0
,2020,10,14,7,45,85,54
,2020,10,14,8,112,157,157
,2020,10,14,9,163,367,326
,2020,10,14,10,226,358,428
,2020,10,14,11,165,0,165
,2020,10,14,12,313,135,403
,2020,10,14,13,294,105,362
,2020,10,14,14,205,18,215
,2020,10,14,15,88,0,88
,2020,10,14,16,78,0,78
,2020,10,14,17,36,129,50
,2020,10,14,18,0,0,0
,2020,10,14,19,0,0,0
,2020,10,14,20,0,0,0
,2020,10,14,21,0,0,0
,2020,10,14,22,0,0,0
,2020,10,14,23,0,0,0
,2020,10,15,0,0,0,0
,2020,10,15,1,0,0,0
,2020,10,15,2,0,0,0
,2020,10,15,3,0,0,0
,2020,10,15,4,0,0,0
,2020,10,15,5,0,0,0
,2020,10,15,6,0,0,0
,2020,10,15,7,33,73,40
,2020,10,15,8,109,307,197
,2020,10,15,9,154,472,362
,2020,10,15,10,179,571,499
,2020,10,15,11,191,626,589
,2020,10,15,12,192,647,620
,2020,10,15,13,186,637,591
,2020,10,15,14,179,571,498
,2020,10,15,15,150,489,365
,2020,10,15,16,106,332,200
,2020,10,15,17,34,79,41
,2020,10,15,18,0,0,0
,2020,10,15,19,0,0,0
,2020,10,15,20,0,0,0
,2020,10,15,21,0,0,0
,2020,10,15,22,0,0,0
,2020,10,15,23,0,0,0
,2020,10,16,0,0,0,0
,2020,10,16,1,0,0,0
,2020,10,16,2,0,0,0
,2020,10,16,3,0,0,0
,2020,10,16,4,0,0,0
,2020,10,16,5,0,0,0
,2020,10,16,6,0,0,0
,2020,10,16,7,32,331,65
,2020,10,16,8,58,706,256
,2020,10,16,9,68,856,442
,2020,10,16,10,74,925,589
,2020,10,16,11,79,955,682
,2020,10,16,12,79,965,714
,2020,10,16,13,78,948,676
,2020,10,16,14,77,908,580
,2020,10,16,15,69,841,434
,2020,10,16,16,55,709,252
,2020,10,16,17,28,400,66
,2020,10,16,18,0,0,0
,2020,10,16,19,0,0,0
,2020,10,16,20,0,0,0
,2020,10,16,21,0,0,0
,2020,10,16,22,0,0,0
,2020,10,16,23,0,0,0
,2020,10,17,0,0,0,0
,2020,10,17,1,0,0,0
,2020,10,17,2,0,0,0
,2020,10,17,3,0,0,0
,2020,10,17,4,0,0,0
,2020,10,17,5,0,0,0
,2020,10,17,6,0,0,0
,2020,10,17,7,32,311,62
,2020,10,17,8,68,632,243
,2020,10,17,9,87,776,423
,2020,10,17,10,98,849,566
,2020,10,17,11,99,898,662
,2020,10,17,12,103,905,693
,2020,10,17,13,102,881,654
,2020,10,17,14,93,854,562
,2020,10,17,15,84,773,416
,2020,10,17,16,65,616,233
,2020,10,17,17,30,279,55
,2020,10,17,18,0,0,0
,2020,10,17,19,0,0,0
,2020,10,17,20,0,0,0
,2020,10,17,21,0,0,0
,2020,10,17,22,0,0,0
,2020,10,17,23,0,0,0
,2020,10,18,0,0,0,0
,2020,10,18,1,0,0,0
,2020,10,18,2,0,0,0
,2020,10,18,3,0,0,0
,2020,10,18,4,0,0,0
,2020,10,18,5,0,0,0
,2020,10,18,6,0,0,0
,2020,10,18,7,33,220,53
,2020,10,18,8,76,557,228
,2020,10,18,9,99,706,401
,2020,10,18,10,113,785,543
,2020,10,18,11,128,804,628
,2020,10,18,12,130,817,659
,2020,10,18,13,128,796,622
,2020,10,18,14,133,716,522
,2020,10,18,15,115,628,381
,2020,10,18,16,84,456,206
,2020,10,18,17,29,137,41
,2020,10,18,18,0,0,0
,2020,10,18,19,0,0,0
,2020,10,18,20,0,0,0
,2020,10,18,21,0,0,0
,2020,10,18,22,0,0,0
,2020,10,18,23,0,0,0
,2020,10,19,0,0,0,0
,2020,10,19,1,0,0,0
,2020,10,19,2,0,0,0
,2020,10,19,3,0,0,0
,2020,10,19,4,0,0,0
,2020,10,19,5,0,0,0
,2020,10,19,6,0,0,0
,2020,10,19,7,29,172,45
,2020,10,19,8,80,484,210
,2020,10,19,9,108,647,382
,2020,10,19,10,124,732,522
,2020,10,19,11,138,758,606
,2020,10,19,12,146,756,632
,2020,10,19,13,150,717,591
,2020,10,19,14,140,668,500
,2020,10,19,15,126,548,356
,2020,10,19,16,91,359,185
,2020,10,19,17,23,89,30
,2020,10,19,18,0,0,0
,2020,10,19,19,0,0,0
,2020,10,19,20,0,0,0
,2020,10,19,21,0,0,0
,2020,10,19,22,0,0,0
,2020,10,19,23,0,0,0
,2020,10,20,0,0,0,0
,2020,10,20,1,0,0,0
,2020,10,20,2,0,0,0
,2020,10,20,3,0,0,0
,2020,10,20,4,0,0,0
,2020,10,20,5,0,0,0
,2020,10,20,6,0,0,0
,2020,10,20,7,22,65,27
,2020,10,20,8,101,255,168
,2020,10,20,9,160,382,320
,2020,10,20,10,203,453,447
,2020,10,20,11,244,398,488
,2020,10,20,12,280,306,475
,2020,10,20,13,282,176,390
,2020,10,20,14,224,55,253
,2020,10,20,15,167,57,191
,2020,10,20,16,85,0,85
,2020,10,20,17,20,0,20
,2020,10,20,18,0,0,0
,2020,10,20,19,0,0,0
,2020,10,20,20,0,0,0
,2020,10,20,21,0,0,0
,2020,10,20,22,0,0,0
,2020,10,20,23,0,0,0
,2020,10,21,0,0,0,0
,2020,10,21,1,0,0,0
,2020,10,21,2,0,0,0
,2020,10,21,3,0,0,0
,2020,10,21,4,0,0,0
,2020,10,21,5,0,0,0
,2020,10,21,6,0,0,0
,2020,10,21,7,28,317,54
,2020,10,21,8,60,676,237
,2020,10,21,9,76,823,418
,2020,10,21,10,84,897,563
,2020,10,21,11,96,912,651
,2020,10,21,12,94,932,684
,2020,10,21,13,89,920,646
,2020,10,21,14,93,855,546
,2020,10,21,15,81,775,398
,2020,10,21,16,62,610,216
,2020,10,21,17,26,225,42
,2020,10,21,18,0,0,0
,2020,10,21,19,0,0,0
,2020,10,21,20,0,0,0
,2020,10,21,21,0,0,0
,2020,10,21,22,0,0,0
,2020,10,21,23,0,0,0
,2020,10,22,0,0,0,0
,2020,10,22,1,0,0,0
,2020,10,22,2,0,0,0
,2020,10,22,3,0,0,0
,2020,10,22,4,0,0,0
,2020,10,22,5,0,0,0
,2020,10,22,6,0,0,0
,2020,10,22,7,24,353,52
,2020,10,22,8,53,693,231
,2020,10,22,9,68,830,410
,2020,10,22,10,77,896,552
,2020,10,22,11,81,931,643
,2020,10,22,12,79,948,675
,2020,10,22,13,76,944,643
,2020,10,22,14,85,867,540
,2020,10,22,15,74,796,396
,2020,10,22,16,56,651,217
,2020,10,22,17,22,302,43
,2020,10,22,18,0,0,0
,2020,10,22,19,0,0,0
,2020,10,22,20,0,0,0
,2020,10,22,21,0,0,0
,2020,10,22,22,0,0,0
,2020,10,22,23,0,0,0
,2020,10,23,0,0,0,0
,2020,10,23,1,0,0,0
,2020,10,23,2,0,0,0
,2020,10,23,3,0,0,0
,2020,10,23,4,0,0,0
,2020,10,23,5,0,0,0
,2020,10,23,6,0,0,0
,2020,10,23,7,23,354,50
,2020,10,23,8,52,688,227
,2020,10,23,9,67,817,401
,2020,10,23,10,77,882,541
,2020,10,23,11,81,918,631
,2020,10,23,12,82,929,661
,2020,10,23,13,80,919,628
,2020,10,23,14,80,868,531
,2020,10,23,15,71,793,387
,2020,10,23,16,54,640,210
,2020,10,23,17,21,272,38
,2020,10,23,18,0,0,0
,2020,10,23,19,0,0,0
,2020,10,23,20,0,0,0
,2020,10,23,21,0,0,0
,2020,10,23,22,0,0,0
,2020,10,23,23,0,0,0
,2020,10,24,0,0,0,0
,2020,10,24,1,0,0,0
,2020,10,24,2,0,0,0
,2020,10,24,3,0,0,0
,2020,10,24,4,0,0,0
,2020,10,24,5,0,0,0
