,Year,Month,Day,Hour,DHI 散射,DNI 直射,GHI
,2020,8,12,12,91,0,91
,2020,8,12,13,217,10,226
,2020,8,12,14,61,0,61
,2020,8,12,15,52,0,52
,2020,8,12,16,164,2,165
,2020,8,12,17,94,0,94
,2020,8,12,18,55,0,55
,2020,8,12,19,6,4,6
,2020,8,12,20,0,0,0
,2020,8,12,21,0,0,0
,2020,8,12,22,0,0,0
,2020,8,12,23,0,0,0
,2020,8,13,0,0,0,0
,2020,8,13,1,0,0,0
,2020,8,13,2,0,0,0
,2020,8,13,3,0,0,0
,2020,8,13,4,0,0,0
,2020,8,13,5,0,0,0
,2020,8,13,6,22,0,22
,2020,8,13,7,80,0,80
,2020,8,13,8,58,0,58
,2020,8,13,9,140,0,140
,2020,8,13,10,357,90,426
,2020,8,13,11,424,156,557
,2020,8,13,12,364,476,792
,2020,8,13,13,182,762,861
,2020,8,13,14,172,751,798
,2020,8,13,15,170,691,673
,2020,8,13,16,162,593,508
,2020,8,13,17,136,454,323
,2020,8,13,18,85,252,141
,2020,8,13,19,9,11,9
,2020,8,13,20,0,0,0
,2020,8,13,21,0,0,0
,2020,8,13,22,0,0,0
,2020,8,13,23,0,0,0
,2020,8,14,0,0,0,0
,2020,8,14,1,0,0,0
,2020,8,14,2,0,0,0
,2020,8,14,3,0,0,0
,2020,8,14,4,0,0,0
,2020,8,14,5,0,0,0
,2020,8,14,6,32,153,48
,2020,8,14,7,78,473,217
,2020,8,14,8,148,476,375
,2020,8,14,9,122,730,588
,2020,8,14,10,139,770,731
,2020,8,14,11,143,805,834
,2020,8,14,12,442,231,649
,2020,8,14,13,413,334,709
,2020,8,14,14,380,309,637
,2020,8,14,15,182,650,653
,2020,8,14,16,254,208,374
,2020,8,14,17,149,312,276
,2020,8,14,18,78,239,131
,2020,8,14,19,6,10,6
,2020,8,14,20,0,0,0
,2020,8,14,21,0,0,0
,2020,8,14,22,0,0,0
,2020,8,14,23,0,0,0
,2020,8,15,0,0,0,0
,2020,8,15,1,0,0,0
,2020,8,15,2,0,0,0
,2020,8,15,3,0,0,0
,2020,8,15,4,0,0,0
,2020,8,15,5,0,0,0
,2020,8,15,6,30,0,30
,2020,8,15,7,48,0,48
,2020,8,15,8,159,10,163
,2020,8,15,9,289,150,384
,2020,8,15,10,350,81,412
,2020,8,15,11,134,0,134
,2020,8,15,12,382,42,420
,2020,8,15,13,435,118,540
,2020,8,15,14,291,20,307
,2020,8,15,15,122,0,122
,2020,8,15,16,123,0,123
,2020,8,15,17,27,0,27
,2020,8,15,18,62,0,62
,2020,8,15,19,5,4,5
,2020,8,15,20,0,0,0
,2020,8,15,21,0,0,0
,2020,8,15,22,0,0,0
,2020,8,15,23,0,0,0
,2020,8,16,0,0,0,0
,2020,8,16,1,0,0,0
,2020,8,16,2,0,0,0
,2020,8,16,3,0,0,0
,2020,8,16,4,0,0,0
,2020,8,16,5,0,0,0
,2020,8,16,6,15,0,15
,2020,8,16,7,10,0,10
,2020,8,16,8,193,73,227
,2020,8,16,9,275,75,323
,2020,8,16,10,353,90,422
,2020,8,16,11,319,25,341
,2020,8,16,12,195,9,203
,2020,8,16,13,328,24,349
,2020,8,16,14,368,60,417
,2020,8,16,15,252,19,266
,2020,8,16,16,187,10,193
,2020,8,16,17,103,0,103
,2020,8,16,18,75,38,83
,2020,8,16,19,3,4,3
,2020,8,16,20,0,0,0
,2020,8,16,21,0,0,0
,2020,8,16,22,0,0,0
,2020,8,16,23,0,0,0
,2020,8,17,0,0,0,0
,2020,8,17,1,0,0,0
,2020,8,17,2,0,0,0
,2020,8,17,3,0,0,0
,2020,8,17,4,0,0,0
,2020,8,17,5,0,0,0
,2020,8,17,6,4,0,4
,2020,8,17,7,128,84,152
,2020,8,17,8,79,0,79
,2020,8,17,9,88,0,88
,2020,8,17,10,340,67,391
,2020,8,17,11,243,12,254
,2020,8,17,12,279,15,293
,2020,8,17,13,323,23,343
,2020,8,17,14,244,12,254
,2020,8,17,15,352,334,591
,2020,8,17,16,76,0,76
,2020,8,17,17,13,0,13
,2020,8,17,18,42,0,42
,2020,8,17,19,0,0,0
,2020,8,17,20,0,0,0
,2020,8,17,21,0,0,0
,2020,8,17,22,0,0,0
,2020,8,17,23,0,0,0
,2020,8,18,0,0,0,0
,2020,8,18,1,0,0,0
,2020,8,18,2,0,0,0
,2020,8,18,3,0,0,0
,2020,8,18,4,0,0,0
,2020,8,18,5,0,0,0
,2020,8,18,6,23,0,23
,2020,8,18,7,96,7,98
,2020,8,18,8,177,408,367
,2020,8,18,9,213,14,221
,2020,8,18,10,230,11,239
,2020,8,18,11,68,0,68
,2020,8,18,12,110,0,110
,2020,8,18,13,312,21,330
,2020,8,18,14,181,6,186
,2020,8,18,15,115,0,115
,2020,8,18,16,240,73,281
,2020,8,18,17,22,0,22
,2020,8,18,18,54,0,54
,2020,8,18,19,0,0,0
,2020,8,18,20,0,0,0
,2020,8,18,21,0,0,0
,2020,8,18,22,0,0,0
,2020,8,18,23,0,0,0
,2020,8,19,0,0,0,0
,2020,8,19,1,0,0,0
,2020,8,19,2,0,0,0
,2020,8,19,3,0,0,0
,2020,8,19,4,0,0,0
,2020,8,19,5,0,0,0
,2020,8,19,6,25,0,25
,2020,8,19,7,96,10,98
,2020,8,19,8,120,0,120
,2020,8,19,9,143,0,143
,2020,8,19,10,91,0,91
,2020,8,19,11,125,0,125
,2020,8,19,12,226,11,236
,2020,8,19,13,284,16,298
,2020,8,19,14,395,166,531
,2020,8,19,15,292,43,322
,2020,8,19,16,213,376,424
,2020,8,19,17,152,58,174
,2020,8,19,18,70,154,101
,2020,8,19,19,0,0,0
,2020,8,19,20,0,0,0
,2020,8,19,21,0,0,0
,2020,8,19,22,0,0,0
,2020,8,19,23,0,0,0
,2020,8,20,0,0,0,0
,2020,8,20,1,0,0,0
,2020,8,20,2,0,0,0
,2020,8,20,3,0,0,0
,2020,8,20,4,0,0,0
,2020,8,20,5,0,0,0
,2020,8,20,6,12,0,12
,2020,8,20,7,9,0,9
,2020,8,20,8,112,0,112
,2020,8,20,9,173,3,175
,2020,8,20,10,308,39,338
,2020,8,20,11,389,73,451
,2020,8,20,12,379,43,417
,2020,8,20,13,426,117,528
,2020,8,20,14,358,358,649
,2020,8,20,15,311,287,514
,2020,8,20,16,198,427,437
,2020,8,20,17,143,396,296
,2020,8,20,18,77,197,115
,2020,8,20,19,0,0,0
,2020,8,20,20,0,0,0
,2020,8,20,21,0,0,0
,2020,8,20,22,0,0,0
,2020,8,20,23,0,0,0
,2020,8,21,0,0,0,0
,2020,8,21,1,0,0,0
,2020,8,21,2,0,0,0
,2020,8,21,3,0,0,0
,2020,8,21,4,0,0,0
,2020,8,21,5,0,0,0
,2020,8,21,6,25,64,30
,2020,8,21,7,101,297,183
,2020,8,21,8,157,457,367
,2020,8,21,9,196,554,541
,2020,8,21,10,223,612,684
,2020,8,21,11,189,735,808
,2020,8,21,12,203,735,850
,2020,8,21,13,210,717,834
,2020,8,21,14,209,681,761
,2020,8,21,15,199,625,637
,2020,8,21,16,175,539,475
,2020,8,21,17,135,411,292
,2020,8,21,18,73,211,113
,2020,8,21,19,0,0,0
,2020,8,21,20,0,0,0
,2020,8,21,21,0,0,0
,2020,8,21,22,0,0,0
,2020,8,21,23,0,0,0
,2020,8,22,0,0,0,0
,2020,8,22,1,0,0,0
,2020,8,22,2,0,0,0
,2020,8,22,3,0,0,0
,2020,8,22,4,0,0,0
,2020,8,22,5,0,0,0
,2020,8,22,6,22,71,27
,2020,8,22,7,91,329,180
,2020,8,22,8,136,504,366
,2020,8,22,9,166,610,545
,2020,8,22,10,189,664,688
,2020,8,22,11,386,311,647
,2020,8,22,12,350,454,749
,2020,8,22,13,332,27,355
,2020,8,22,14,376,272,595
,2020,8,22,15,283,383,550
,2020,8,22,16,211,364,411
,2020,8,22,17,139,373,280
,2020,8,22,18,72,171,103
,2020,8,22,19,0,0,0
,2020,8,22,20,0,0,0
,2020,8,22,21,0,0,0
,2020,8,22,22,0,0,0
,2020,8,22,23,0,0,0
,2020,8,23,0,0,0,0
,2020,8,23,1,0,0,0
,2020,8,23,2,0,0,0
,2020,8,23,3,0,0,0
,2020,8,23,4,0,0,0
,2020,8,23,5,0,0,0
,2020,8,23,6,15,18,16
,2020,8,23,7,114,136,150
,2020,8,23,8,211,251,325
,2020,8,23,9,285,328,488
,2020,8,23,10,347,374,626
,2020,8,23,11,394,276,626
,2020,8,23,12,433,204,612
,2020,8,23,13,355,35,385
,2020,8,23,14,383,232,569
,2020,8,23,15,270,31,291
,2020,8,23,16,88,0,88
,2020,8,23,17,49,0,49
,2020,8,23,18,16,0,16
,2020,8,23,19,0,0,0
,2020,8,23,20,0,0,0
,2020,8,23,21,0,0,0
,2020,8,23,22,0,0,0
,2020,8,23,23,0,0,0
,2020,8,24,0,0,0,0
,2020,8,24,1,0,0,0
,2020,8,24,2,0,0,0
,2020,8,24,3,0,0,0
,2020,8,24,4,0,0,0
,2020,8,24,5,0,0,0
,2020,8,24,6,13,0,13
,2020,8,24,7,80,0,80
,2020,8,24,8,42,0,42
,2020,8,24,9,238,32,257
,2020,8,24,10,289,432,612
,2020,8,24,11,142,804,812
,2020,8,24,12,434,161,575
,2020,8,24,13,426,159,563
,2020,8,24,14,118,840,789
,2020,8,24,15,108,804,663
,2020,8,24,16,95,742,499
,2020,8,24,17,76,631,308
,2020,8,24,18,47,408,119
,2020,8,24,19,0,0,0
,2020,8,24,20,0,0,0
,2020,8,24,21,0,0,0
,2020,8,24,22,0,0,0
,2020,8,24,23,0,0,0
,2020,8,25,0,0,0,0
,2020,8,25,1,0,0,0
,2020,8,25,2,0,0,0
,2020,8,25,3,0,0,0
,2020,8,25,4,0,0,0
,2020,8,25,5,0,0,0
,2020,8,25,6,21,108,29
,2020,8,25,7,93,233,154
,2020,8,25,8,108,600,377
,2020,8,25,9,196,512,509
,2020,8,25,10,251,529,644
,2020,8,25,11,315,485,717
,2020,8,25,12,282,624,825
,2020,8,25,13,394,330,677
,2020,8,25,14,165,743,757
,2020,8,25,15,293,330,520
,2020,8,25,16,145,574,455
,2020,8,25,17,112,453,277
,2020,8,25,18,59,169,88
,2020,8,25,19,0,0,0
,2020,8,25,20,0,0,0
,2020,8,25,21,0,0,0
,2020,8,25,22,0,0,0
,2020,8,25,23,0,0,0
,2020,8,26,0,0,0,0
,2020,8,26,1,0,0,0
,2020,8,26,2,0,0,0
,2020,8,26,3,0,0,0
,2020,8,26,4,0,0,0
,2020,8,26,5,0,0,0
,2020,8,26,6,15,42,18
,2020,8,26,7,98,111,127
,2020,8,26,8,186,118,239
,2020,8,26,9,266,246,417
,2020,8,26,10,299,406,599
,2020,8,26,11,405,157,535
,2020,8,26,12,400,67,458
,2020,8,26,13,357,39,390
,2020,8,26,14,336,45,372
,2020,8,26,15,230,15,240
,2020,8,26,16,144,0,144
,2020,8,26,17,132,28,142
,2020,8,26,18,6,0,6
,2020,8,26,19,0,0,0
,2020,8,26,20,0,0,0
,2020,8,26,21,0,0,0
,2020,8,26,22,0,0,0
,2020,8,26,23,0,0,0
,2020,8,27,0,0,0,0
,2020,8,27,1,0,0,0
,2020,8,27,2,0,0,0
,2020,8,27,3,0,0,0
,2020,8,27,4,0,0,0
,2020,8,27,5,0,0,0
,2020,8,27,6,16,38,19
,2020,8,27,7,98,255,164
,2020,8,27,8,155,427,344
,2020,8,27,9,269,225,405
,2020,8,27,10,205,623,665
,2020,8,27,11,155,773,792
,2020,8,27,12,422,113,521
,2020,8,27,13,416,224,607
,2020,8,27,14,346,352,623
,2020,8,27,15,303,268,485
,2020,8,27,16,147,581,456
,2020,8,27,17,139,184,204
,2020,8,27,18,56,161,82
,2020,8,27,19,0,0,0
,2020,8,27,20,0,0,0
,2020,8,27,21,0,0,0
,2020,8,27,22,0,0,0
,2020,8,27,23,0,0,0
,2020,8,28,0,0,0,0
,2020,8,28,1,0,0,0
,2020,8,28,2,0,0,0
,2020,8,28,3,0,0,0
,2020,8,28,4,0,0,0
,2020,8,28,5,0,0,0
,2020,8,28,6,18,34,20
,2020,8,28,7,102,255,167
,2020,8,28,8,164,407,344
,2020,8,28,9,211,500,513
,2020,8,28,10,251,548,654
,2020,8,28,11,186,722,780
,2020,8,28,12,210,703,815
,2020,8,28,13,229,667,794
,2020,8,28,14,238,609,716
,2020,8,28,15,226,542,592
,2020,8,28,16,194,456,434
,2020,8,28,17,141,318,253
,2020,8,28,18,62,123,82
,2020,8,28,19,0,0,0
,2020,8,28,20,0,0,0
,2020,8,28,21,0,0,0
,2020,8,28,22,0,0,0
,2020,8,28,23,0,0,0
,2020,8,29,0,0,0,0
,2020,8,29,1,0,0,0
,2020,8,29,2,0,0,0
,2020,8,29,3,0,0,0
,2020,8,29,4,0,0,0
,2020,8,29,5,0,0,0
,2020,8,29,6,8,7,8
,2020,8,29,7,101,98,126
,2020,8,29,8,211,191,295
,2020,8,29,9,299,255,452
,2020,8,29,10,316,55,356
,2020,8,29,11,388,382,701
,2020,8,29,12,398,72,460
,2020,8,29,13,449,321,720
,2020,8,29,14,424,287,648
,2020,8,29,15,287,58,326
,2020,8,29,16,285,177,377
,2020,8,29,17,168,98,202
,2020,8,29,18,36,0,36
,2020,8,29,19,0,0,0
,2020,8,29,20,0,0,0
,2020,8,29,21,0,0,0
,2020,8,29,22,0,0,0
,2020,8,29,23,0,0,0
,2020,8,30,0,0,0,0
,2020,8,30,1,0,0,0
,2020,8,30,2,0,0,0
,2020,8,30,3,0,0,0
,2020,8,30,4,0,0,0
,2020,8,30,5,0,0,0
,2020,8,30,6,3,0,3
,2020,8,30,7,12,0,12
,2020,8,30,8,74,0,74
,2020,8,30,9,177,4,179
,2020,8,30,10,247,16,259
,2020,8,30,11,232,11,241
,2020,8,30,12,410,388,741
,2020,8,30,13,384,415,733
,2020,8,30,14,353,404,667
,2020,8,30,15,310,361,551
,2020,8,30,16,246,293,398
,2020,8,30,17,41,0,41
,2020,8,30,18,35,0,35
,2020,8,30,19,0,0,0
,2020,8,30,20,0,0,0
,2020,8,30,21,0,0,0
,2020,8,30,22,0,0,0
,2020,8,30,23,0,0,0
,2020,8,31,0,0,0,0
,2020,8,31,1,0,0,0
,2020,8,31,2,0,0,0
,2020,8,31,3,0,0,0
,2020,8,31,4,0,0,0
,2020,8,31,5,0,0,0
,2020,8,31,6,3,0,3
,2020,8,31,7,12,0,12
,2020,8,31,8,28,0,28
,2020,8,31,9,91,0,91
,2020,8,31,10,58,0,58
,2020,8,31,11,78,0,78
,2020,8,31,12,203,8,211
,2020,8,31,13,398,270,624
,2020,8,31,14,357,84,423
,2020,8,31,15,80,0,80
,2020,8,31,16,167,7,170
,2020,8,31,17,125,243,207
,2020,8,31,18,55,109,71
,2020,8,31,19,0,0,0
,2020,8,31,20,0,0,0
,2020,8,31,21,0,0,0
,2020,8,31,22,0,0,0
,2020,8,31,23,0,0,0
,2020,9,1,0,0,0,0
,2020,9,1,1,0,0,0
,2020,9,1,2,0,0,0
,2020,9,1,3,0,0,0
,2020,9,1,4,0,0,0
,2020,9,1,5,0,0,0
,2020,9,1,6,15,29,17
,2020,9,1,7,84,239,143
,2020,9,1,8,114,589,367
,2020,9,1,9,132,709,553
,2020,9,1,10,142,777,704
,2020,9,1,11,136,834,813
,2020,9,1,12,141,843,856
,2020,9,1,13,142,831,836
,2020,9,1,14,142,799,757
,2020,9,1,15,137,738,623
,2020,9,1,16,123,0,123
,2020,9,1,17,12,0,12
,2020,9,1,18,6,0,6
,2020,9,1,19,0,0,0
,2020,9,1,20,0,0,0
,2020,9,1,21,0,0,0
,2020,9,1,22,0,0,0
,2020,9,1,23,0,0,0
,2020,9,2,0,0,0,0
,2020,9,2,1,0,0,0
,2020,9,2,2,0,0,0
,2020,9,2,3,0,0,0
,2020,9,2,4,0,0,0
,2020,9,2,5,0,0,0
,2020,9,2,6,9,0,9
,2020,9,2,7,54,0,54
,2020,9,2,8,177,150,241
,2020,9,2,9,253,266,411
,2020,9,2,10,255,489,607
,2020,9,2,11,135,828,804
,2020,9,2,12,312,530,760
,2020,9,2,13,132,847,836
,2020,9,2,14,126,825,758
,2020,9,2,15,114,787,630
,2020,9,2,16,216,106,270
,2020,9,2,17,75,595,270
,2020,9,2,18,42,240,74
,2020,9,2,19,0,0,0
,2020,9,2,20,0,0,0
,2020,9,2,21,0,0,0
,2020,9,2,22,0,0,0
,2020,9,2,23,0,0,0
,2020,9,3,0,0,0,0
,2020,9,3,1,0,0,0
,2020,9,3,2,0,0,0
,2020,9,3,3,0,0,0
,2020,9,3,4,0,0,0
,2020,9,3,5,0,0,0
,2020,9,3,6,13,0,13
,2020,9,3,7,52,562,185
,2020,9,3,8,163,285,283
,2020,9,3,9,229,373,449
,2020,9,3,10,94,864,714
,2020,9,3,11,112,867,809
,2020,9,3,12,122,862,848
,2020,9,3,13,128,846,828
,2020,9,3,14,118,832,753
,2020,9,3,15,108,794,625
,2020,9,3,16,151,513,408
,2020,9,3,17,12,0,12
,2020,9,3,18,6,0,6
,2020,9,3,19,0,0,0
,2020,9,3,20,0,0,0
,2020,9,3,21,0,0,0
,2020,9,3,22,0,0,0
,2020,9,3,23,0,0,0
,2020,9,4,0,0,0,0
,2020,9,4,1,0,0,0
,2020,9,4,2,0,0,0
,2020,9,4,3,0,0,0
,2020,9,4,4,0,0,0
,2020,9,4,5,0,0,0
,2020,9,4,6,14,129,19
,2020,9,4,7,58,517,179
,2020,9,4,8,81,699,376
,2020,9,4,9,95,790,558
,2020,9,4,10,106,839,706
,2020,9,4,11,317,438,668
,2020,9,4,12,114,875,847
,2020,9,4,13,112,870,829
,2020,9,4,14,107,850,751
,2020,9,4,15,101,806,622
,2020,9,4,16,93,724,452
,2020,9,4,17,78,567,257
,2020,9,4,18,41,263,74
,2020,9,4,19,0,0,0
,2020,9,4,20,0,0,0
,2020,9,4,21,0,0,0
,2020,9,4,22,0,0,0
,2020,9,4,23,0,0,0
,2020,9,5,0,0,0,0
,2020,9,5,1,0,0,0
,2020,9,5,2,0,0,0
,2020,9,5,3,0,0,0
,2020,9,5,4,0,0,0
,2020,9,5,5,0,0,0
,2020,9,5,6,10,60,13
,2020,9,5,7,66,406,160
,2020,9,5,8,98,610,354
,2020,9,5,9,116,727,540
,2020,9,5,10,125,794,691
,2020,9,5,11,124,845,798
,2020,9,5,12,128,854,841
,2020,9,5,13,129,847,823
,2020,9,5,14,122,828,747
,2020,9,5,15,112,784,615
,2020,9,5,16,160,465,388
,2020,9,5,17,81,534,247
,2020,9,5,18,39,147,57
,2020,9,5,19,0,0,0
,2020,9,5,20,0,0,0
,2020,9,5,21,0,0,0
,2020,9,5,22,0,0,0
,2020,9,5,23,0,0,0
,2020,9,6,0,0,0,0
,2020,9,6,1,0,0,0
,2020,9,6,2,0,0,0
,2020,9,6,3,0,0,0
,2020,9,6,4,0,0,0
,2020,9,6,5,0,0,0
,2020,9,6,6,5,10,6
,2020,9,6,7,86,180,128
,2020,9,6,8,162,328,298
,2020,9,6,9,221,389,447
,2020,9,6,10,295,374,560
,2020,9,6,11,255,577,714
,2020,9,6,12,331,443,699
,2020,9,6,13,259,588,739
,2020,9,6,14,260,532,659
,2020,9,6,15,239,461,533
,2020,9,6,16,199,351,370
,2020,9,6,17,128,208,192
,2020,9,6,18,31,50,36
,2020,9,6,19,0,0,0
,2020,9,6,20,0,0,0
,2020,9,6,21,0,0,0
,2020,9,6,22,0,0,0
,2020,9,6,23,0,0,0
,2020,9,7,0,0,0,0
,2020,9,7,1,0,0,0
,2020,9,7,2,0,0,0
,2020,9,7,3,0,0,0
,2020,9,7,4,0,0,0
,2020,9,7,5,0,0,0
,2020,9,7,6,4,5,4
,2020,9,7,7,90,145,123
,2020,9,7,8,171,309,299
,2020,9,7,9,222,428,469
,2020,9,7,10,253,506,610
,2020,9,7,11,230,626,725
,2020,9,7,12,232,652,772
,2020,9,7,13,224,656,757
,2020,9,7,14,167,713,699
,2020,9,7,15,157,653,571
,2020,9,7,16,135,559,404
,2020,9,7,17,103,382,218
,2020,9,7,18,41,91,50
,2020,9,7,19,0,0,0
,2020,9,7,20,0,0,0
,2020,9,7,21,0,0,0
,2020,9,7,22,0,0,0
,2020,9,7,23,0,0,0
,2020,9,8,0,0,0,0
,2020,9,8,1,0,0,0
,2020,9,8,2,0,0,0
,2020,9,8,3,0,0,0
,2020,9,8,4,0,0,0
,2020,9,8,5,0,0,0
,2020,9,8,6,9,37,10
,2020,9,8,7,67,399,156
,2020,9,8,8,89,641,352
,2020,9,8,9,94,777,541
,2020,9,8,10,96,853,696
,2020,9,8,11,97,892,800
,2020,9,8,12,107,886,838
,2020,9,8,13,118,860,813
,2020,9,8,14,345,97,417
,2020,9,8,15,277,256,438
,2020,9,8,16,94,702,429
,2020,9,8,17,72,553,237
,2020,9,8,18,32,256,58
,2020,9,8,19,0,0,0
,2020,9,8,20,0,0,0
,2020,9,8,21,0,0,0
,2020,9,8,22,0,0,0
,2020,9,8,23,0,0,0
,2020,9,9,0,0,0,0
,2020,9,9,1,0,0,0
,2020,9,9,2,0,0,0
,2020,9,9,3,0,0,0
,2020,9,9,4,0,0,0
,2020,9,9,5,0,0,0
,2020,9,9,6,10,69,12
,2020,9,9,7,56,495,165
,2020,9,9,8,80,692,362
,2020,9,9,9,95,791,546
,2020,9,9,10,105,845,697
,2020,9,9,11,107,881,798
,2020,9,9,12,110,889,840
,2020,9,9,13,109,884,821
,2020,9,9,14,105,864,741
,2020,9,9,15,96,824,609
,2020,9,9,16,82,746,434
,2020,9,9,17,64,600,239
,2020,9,9,18,29,285,57
,2020,9,9,19,0,0,0
,2020,9,9,20,0,0,0
,2020,9,9,21,0,0,0
,2020,9,9,22,0,0,0
,2020,9,9,23,0,0,0
,2020,9,10,0,0,0,0
,2020,9,10,1,0,0,0
,2020,9,10,2,0,0,0
,2020,9,10,3,0,0,0
,2020,9,10,4,0,0,0
,2020,9,10,5,0,0,0
,2020,9,10,6,10,87,12
,2020,9,10,7,51,517,163
,2020,9,10,8,162,209,247
,2020,9,10,9,234,307,408
,2020,9,10,10,262,448,574
,2020,9,10,11,180,5,184
,2020,9,10,12,330,33,357
,2020,9,10,13,204,8,210
,2020,9,10,14,335,82,395
,2020,9,10,15,279,198,402
,2020,9,10,16,187,267,312
,2020,9,10,17,108,171,157
,2020,9,10,18,31,58,36
,2020,9,10,19,0,0,0
,2020,9,10,20,0,0,0
,2020,9,10,21,0,0,0
,2020,9,10,22,0,0,0
,2020,9,10,23,0,0,0
,2020,9,11,0,0,0,0
,2020,9,11,1,0,0,0
,2020,9,11,2,0,0,0
,2020,9,11,3,0,0,0
,2020,9,11,4,0,0,0
,2020,9,11,5,0,0,0
,2020,9,11,6,4,0,4
,2020,9,11,7,78,53,89
,2020,9,11,8,95,0,95
,2020,9,11,9,251,152,337
,2020,9,11,10,125,767,657
,2020,9,11,11,148,1,148
,2020,9,11,12,392,235,582
,2020,9,11,13,333,40,365
,2020,9,11,14,346,162,464
,2020,9,11,15,186,6,189
,2020,9,11,16,194,107,244
,2020,9,11,17,37,0,37
,2020,9,11,18,8,0,8
,2020,9,11,19,0,0,0
,2020,9,11,20,0,0,0
,2020,9,11,21,0,0,0
,2020,9,11,22,0,0,0
,2020,9,11,23,0,0,0
,2020,9,12,0,0,0,0
,2020,9,12,1,0,0,0
,2020,9,12,2,0,0,0
,2020,9,12,3,0,0,0
,2020,9,12,4,0,0,0
,2020,9,12,5,0,0,0
,2020,9,12,6,2,0,2
,2020,9,12,7,61,0,61
,2020,9,12,8,123,0,123
,2020,9,12,9,214,29,230
,2020,9,12,10,314,91,376
,2020,9,12,11,374,163,500
,2020,9,12,12,181,5,186
,2020,9,12,13,379,230,561
,2020,9,12,14,222,611,665
,2020,9,12,15,150,0,150
,2020,9,12,16,161,387,338
,2020,9,12,17,108,317,195
,2020,9,12,18,28,76,35
,2020,9,12,19,0,0,0
,2020,9,12,20,0,0,0
,2020,9,12,21,0,0,0
,2020,9,12,22,0,0,0
,2020,9,12,23,0,0,0
,2020,9,13,0,0,0,0
,2020,9,13,1,0,0,0
,2020,9,13,2,0,0,0
,2020,9,13,3,0,0,0
,2020,9,13,4,0,0,0
,2020,9,13,5,0,0,0
,2020,9,13,6,0,0,0
,2020,9,13,7,76,73,91
,2020,9,13,8,150,384,302
,2020,9,13,9,186,515,473
,2020,9,13,10,215,585,617
,2020,9,13,11,307,492,687
,2020,9,13,12,310,518,727
,2020,9,13,13,224,10,232
,2020,9,13,14,320,422,624
,2020,9,13,15,262,73,305
,2020,9,13,16,219,262,338
,2020,9,13,17,124,143,163
,2020,9,13,18,16,19,18
,2020,9,13,19,0,0,0
,2020,9,13,20,0,0,0
,2020,9,13,21,0,0,0
,2020,9,13,22,0,0,0
,2020,9,13,23,0,0,0
,2020,9,14,0,0,0,0
,2020,9,14,1,0,0,0
,2020,9,14,2,0,0,0
,2020,9,14,3,0,0,0
,2020,9,14,4,0,0,0
,2020,9,14,5,0,0,0
,2020,9,14,6,0,0,0
,2020,9,14,7,36,0,36
,2020,9,14,8,110,0,110
,2020,9,14,9,279,244,415
,2020,9,14,10,317,123,402
,2020,9,14,11,369,137,474
,2020,9,14,12,369,308,616
,2020,9,14,13,314,480,690
,2020,9,14,14,307,348,556
,2020,9,14,15,261,260,416
,2020,9,14,16,188,140,250
,2020,9,14,17,121,123,153
,2020,9,14,18,13,12,14
,2020,9,14,19,0,0,0
,2020,9,14,20,0,0,0
,2020,9,14,21,0,0,0
,2020,9,14,22,0,0,0
,2020,9,14,23,0,0,0
,2020,9,15,0,0,0,0
,2020,9,15,1,0,0,0
,2020,9,15,2,0,0,0
,2020,9,15,3,0,0,0
,2020,9,15,4,0,0,0
,2020,9,15,5,0,0,0
,2020,9,15,6,0,0,0
,2020,9,15,7,28,0,28
,2020,9,15,8,36,0,36
,2020,9,15,9,151,0,151
,2020,9,15,10,154,0,154
,2020,9,15,11,195,7,200
,2020,9,15,12,137,0,137
,2020,9,15,13,88,0,88
,2020,9,15,14,58,0,58
,2020,9,15,15,221,23,235
,2020,9,15,16,163,449,361
,2020,9,15,17,97,164,140
,2020,9,15,18,20,24,21
,2020,9,15,19,0,0,0
,2020,9,15,20,0,0,0
,2020,9,15,21,0,0,0
,2020,9,15,22,0,0,0
,2020,9,15,23,0,0,0
,2020,9,16,0,0,0,0
,2020,9,16,1,0,0,0
,2020,9,16,2,0,0,0
,2020,9,16,3,0,0,0
,2020,9,16,4,0,0,0
,2020,9,16,5,0,0,0
,2020,9,16,6,0,0,0
,2020,9,16,7,46,574,160
,2020,9,16,8,66,770,364
,2020,9,16,9,79,864,554
,2020,9,16,10,87,912,704
,2020,9,16,11,92,938,805
,2020,9,16,12,97,939,842
,2020,9,16,13,104,917,815
,2020,9,16,14,110,868,723
,2020,9,16,15,108,802,582
,2020,9,16,16,96,696,399
,2020,9,16,17,72,508,201
,2020,9,16,18,23,111,30
,2020,9,16,19,0,0,0
,2020,9,16,20,0,0,0
,2020,9,16,21,0,0,0
,2020,9,16,22,0,0,0
,2020,9,16,23,0,0,0
,2020,9,17,0,0,0,0
,2020,9,17,1,0,0,0
,2020,9,17,2,0,0,0
,2020,9,17,3,0,0,0
,2020,9,17,4,0,0,0
,2020,9,17,5,0,0,0
,2020,9,17,6,0,0,0
,2020,9,17,7,49,517,150
,2020,9,17,8,74,715,348
,2020,9,17,9,93,802,530
,2020,9,17,10,105,854,680
,2020,9,17,11,107,889,779
,2020,9,17,12,109,901,820
,2020,9,17,13,107,893,795
,2020,9,17,14,105,864,710
,2020,9,17,15,100,801,569
,2020,9,17,16,89,700,390
,2020,9,17,17,92,179,136
,2020,9,17,18,19,145,27
,2020,9,17,19,0,0,0
,2020,9,17,20,0,0,0
